Distribuição dos casos de dengue  autóctones segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DRS;;GVE;;Região de Saúde;Município;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;353770 Piacatu;0;0;0;0;0;1;0;0;1;0;0;3;5;11;8;7;10;9;8;3;2;2;2;4;0;0;2;3;0;0;0;1;0;0;0;1;1;4;3;4;1;3;2;5;3;1;1;1;3;5;13;5;138
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;353780 Piedade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;353790 Pilar do Sul;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;353800 Pindamonhangaba;0;0;0;1;3;1;2;2;2;8;5;8;7;7;8;10;13;16;12;12;12;7;5;6;5;4;3;4;5;1;1;0;0;0;0;0;2;0;0;2;1;0;0;0;1;0;1;2;1;0;4;6;190
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353810 Pindorama;0;0;0;0;0;1;1;4;2;2;0;5;9;9;19;18;10;7;12;17;23;12;5;4;3;3;3;1;0;0;0;0;0;4;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;3;181
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;353820 Pinhalzinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;353830 Piquerobi;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;353850 Piquete;0;0;0;0;0;0;0;0;0;2;3;0;1;1;1;1;1;6;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;353860 Piracaia;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;353870 Piracicaba;1;1;0;6;6;9;18;15;37;44;89;152;240;268;338;435;473;402;438;415;199;122;65;80;59;45;29;33;17;13;3;3;3;3;2;4;0;1;0;0;0;2;1;0;1;0;0;0;2;6;1;2;4083
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;353880 Piraju;0;0;0;0;0;0;0;0;0;1;0;1;0;3;1;1;3;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;17
6;Bauru;XV;BAURU;35062;BAURU;353890 Pirajuí;0;1;1;0;1;0;11;14;10;14;31;28;42;80;78;73;48;69;70;75;61;47;62;50;41;51;16;5;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;992
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353900 Pirangi;0;2;0;3;2;1;0;0;1;0;2;1;3;3;8;10;5;4;6;4;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;353910 Pirapora do Bom Jesus;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;353920 Pirapozinho;1;0;1;7;12;6;8;10;4;15;16;18;16;15;22;16;14;17;10;14;12;18;11;13;5;6;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294
10;Piracicaba;XX;PIRACICABA;35101;ARARAS;353930 Pirassununga;0;0;0;2;3;6;10;8;6;3;6;14;8;13;21;17;16;15;16;23;12;7;13;6;9;5;6;5;3;0;1;2;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;7;267
6;Bauru;XV;BAURU;35062;BAURU;353940 Piratininga;0;1;4;9;15;33;44;58;26;37;43;39;68;63;43;31;45;26;17;14;3;6;5;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;636
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;353950 Pitangueiras;0;0;0;1;1;1;1;1;1;1;2;2;2;4;6;2;7;8;5;9;3;1;1;1;1;1;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;68
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353960 Planalto;0;0;0;0;1;0;0;1;2;1;1;7;18;18;17;23;4;3;6;5;1;5;4;2;2;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125
9;Marília;XIII;ASSIS;35092;ASSIS;353970 Platina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;353980 Poá;0;0;0;0;0;0;0;1;3;3;3;3;7;8;1;9;21;33;29;21;22;15;14;9;7;10;4;1;3;4;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;236
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353990 Poloni;0;0;0;1;2;9;21;6;7;8;15;22;18;19;5;12;5;5;4;9;1;3;3;1;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;184
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;354000 Pompéia;0;0;1;2;5;4;7;15;17;13;26;20;16;15;8;15;8;19;19;15;13;7;6;0;3;4;2;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;267
6;Bauru;XV;BAURU;35065;LINS;354010 Pongaí;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;354020 Pontal;0;0;0;0;2;0;3;2;2;0;4;5;4;6;4;10;7;13;9;10;4;3;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96
15;São José do Rio Preto;XXX;JALES;35153;JALES;354025 Pontalinda;0;0;0;0;0;0;0;0;0;0;0;3;2;0;9;10;9;14;5;8;4;1;2;2;0;0;0;0;1;7;2;0;2;1;0;1;4;2;0;2;6;6;4;17;22;3;7;11;10;3;0;20;200
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;354030 Pontes Gestal;0;0;0;0;0;1;4;6;6;3;8;13;6;10;8;7;6;6;2;6;5;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;0;0;0;0;1;0;109
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;354040 Populina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;2;7;4;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;37
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;354050 Porangaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;354060 Porto Feliz;0;0;0;0;2;0;0;1;0;0;2;1;0;0;0;0;2;5;0;0;1;2;3;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;29
3;Araraquara;XII;ARARAQUARA;35034;CORAÇÃO DO DRS III;354070 Porto Ferreira;0;1;1;2;6;2;6;4;7;12;10;10;7;13;8;10;6;15;29;27;21;9;6;7;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;226
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354075 Potim;0;0;0;0;2;0;0;1;0;1;0;0;0;2;0;3;3;11;16;14;12;14;9;9;16;2;10;5;3;5;3;6;7;5;10;2;4;2;7;10;25;29;51;111;152;155;206;253;300;308;337;403;2524
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;354080 Potirendaba;0;1;0;3;3;2;3;3;6;8;12;31;32;23;36;39;59;64;76;60;39;20;12;5;3;4;4;4;5;3;1;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;570
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;354085 Pracinha;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;11;12;11;3;0;4;2;2;8;8;0;0;3;5;3;3;6;2;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;92
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;354090 Pradópolis;0;0;0;0;1;0;1;6;1;5;9;10;19;18;36;21;19;9;27;19;6;8;6;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;226
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;354100 Praia Grande;0;1;0;0;0;1;0;2;1;2;3;7;11;16;25;24;4;8;2;6;5;5;8;1;5;5;2;2;1;1;2;3;0;1;0;0;1;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;159
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;354105 Pratânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Bauru;XV;BAURU;35062;BAURU;354110 Presidente Alves;0;0;0;1;0;0;0;2;1;0;5;3;3;5;9;9;12;12;12;7;1;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354120 Presidente Bernardes;0;0;0;1;1;3;8;0;1;4;1;0;0;0;0;1;0;0;4;2;2;6;2;2;3;0;1;0;0;3;0;0;1;1;1;0;1;1;1;0;0;0;1;4;3;1;0;2;0;1;0;0;63
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;354130 Presidente Epitácio;9;15;14;20;21;21;10;18;15;7;14;13;14;19;24;11;8;15;28;41;33;27;29;34;17;12;13;8;5;12;2;3;1;0;0;1;3;8;6;9;20;15;24;28;27;26;13;29;51;39;26;44;902
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354140 Presidente Prudente;2;7;7;16;17;22;36;35;37;49;49;79;93;109;190;229;287;429;565;880;935;814;621;599;385;292;200;115;106;100;41;14;15;12;8;4;4;5;2;4;3;5;2;4;5;5;5;9;8;3;5;6;7474
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;354150 Presidente Venceslau;0;2;2;12;12;25;19;18;26;24;60;71;94;78;49;34;14;13;9;5;6;11;2;1;1;4;3;0;1;2;2;1;1;1;2;1;2;1;3;1;3;1;1;0;0;1;4;2;9;7;4;7;652
6;Bauru;XV;BAURU;35065;LINS;354160 Promissão;0;0;0;2;2;4;11;5;4;11;28;24;42;92;68;101;125;108;131;82;54;14;6;4;7;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;931
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;354165 Quadra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;354170 Quatá;0;0;0;0;1;2;4;13;15;23;42;34;16;29;25;26;34;17;8;6;13;9;3;3;2;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;3;3;1;0;1;0;0;5;8;2;0;1;353
9;Marília;XIX;MARÍLIA;35095;TUPÃ;354180 Queiroz;1;0;0;0;0;0;1;1;0;0;0;3;4;1;0;3;3;10;8;7;15;6;4;4;7;5;3;1;1;1;1;0;4;2;1;0;1;2;1;2;2;3;0;3;2;1;2;4;3;3;5;4;135
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354190 Queluz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;354200 Quintana;0;0;0;2;2;6;6;1;4;4;5;3;2;0;0;3;2;3;2;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;354210 Rafard;0;0;0;0;0;0;2;3;3;3;0;3;2;3;2;3;0;3;9;13;6;0;4;2;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;354220 Rancharia;0;0;0;1;0;0;0;0;0;0;2;5;25;18;12;21;22;30;44;23;44;15;6;14;14;9;2;2;2;2;1;3;0;2;2;1;3;2;0;3;2;1;3;1;3;10;28;32;64;58;65;47;644
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;354230 Redenção da Serra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354240 Regente Feijó;0;0;0;0;0;0;1;0;0;1;0;5;1;2;3;6;6;11;4;10;6;5;6;7;1;6;3;3;1;2;2;1;5;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;2;105
6;Bauru;XV;BAURU;35062;BAURU;354250 Reginópolis;0;0;0;2;4;3;16;7;9;9;2;5;5;3;3;4;7;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;354260 Registro;0;0;0;0;0;0;0;0;1;0;3;4;6;3;11;10;10;28;21;14;18;13;10;16;6;7;3;2;3;1;1;3;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;3;202
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;354270 Restinga;0;0;0;6;6;6;5;6;5;6;4;1;2;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;354280 Ribeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Araraquara;XII;ARARAQUARA;35034;CORAÇÃO DO DRS III;354290 Ribeirão Bonito;0;0;0;1;1;2;3;0;7;4;11;13;16;30;26;18;25;11;20;17;10;8;4;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;234
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;354300 Ribeirão Branco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;354310 Ribeirão Corrente;0;1;10;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
9;Marília;XIII;ASSIS;35094;OURINHOS;354320 Ribeirão do Sul;0;0;0;0;0;0;1;0;2;0;1;3;4;1;1;2;1;3;4;2;2;0;2;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354323 Ribeirão dos Índios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;354325 Ribeirão Grande;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;354330 Ribeirão Pires;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;354340 Ribeirão Preto;17;25;45;71;124;184;186;227;264;292;343;486;585;752;915;997;1.221;1.029;1.301;1.301;975;707;523;360;258;233;147;91;52;40;20;16;24;19;15;16;5;10;14;12;10;7;18;11;12;17;35;35;52;64;74;130;14367
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;354350 Riversul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;354360 Rifaina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Araraquara;XII;ARARAQUARA;35031;CENTRAL DO DRS III;354370 Rincão;0;1;1;3;14;23;39;37;38;42;40;18;28;39;38;14;25;4;7;7;16;5;0;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;446
9;Marília;XIX;MARÍLIA;35095;TUPÃ;354380 Rinópolis;1;0;0;0;0;0;1;0;0;0;0;1;0;6;6;2;9;13;10;11;13;12;12;14;9;6;4;5;3;4;0;0;0;0;0;2;12;15;14;12;16;8;10;13;20;27;39;46;36;54;19;12;497
10;Piracicaba;XX;PIRACICABA;35104;RIO CLARO;354390 Rio Claro;1;0;1;0;2;1;7;8;9;8;12;17;21;31;66;76;74;125;128;149;107;77;69;50;33;33;26;18;3;6;6;2;1;2;1;1;2;1;2;0;2;2;3;1;2;1;0;2;3;4;1;1;1198
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;354400 Rio das Pedras;0;0;0;0;0;0;0;0;0;2;0;1;0;2;1;2;2;0;0;5;3;2;2;0;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;28
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;354410 Rio Grande da Serra;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;354420 Riolândia;0;3;0;2;4;1;3;3;7;2;3;19;27;37;44;38;41;27;37;30;14;11;13;3;10;10;3;2;1;4;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;354425 Rosana;6;5;5;5;2;6;2;17;17;6;25;34;29;52;47;48;65;83;117;90;66;56;67;49;39;29;15;13;19;5;8;1;1;1;4;2;0;0;1;3;0;0;0;0;0;1;0;1;1;3;0;1;1047
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354430 Roseira;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;354440 Rubiácea;0;0;0;0;0;0;0;0;0;0;1;3;4;1;9;9;5;2;12;6;3;8;4;3;1;4;2;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;83
15;São José do Rio Preto;XXX;JALES;35152;SANTA FÉ DO SUL;354450 Rubinéia;0;0;3;2;3;2;3;1;2;4;4;2;8;11;7;8;5;12;11;13;2;2;2;3;5;6;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125
6;Bauru;XV;BAURU;35065;LINS;354460 Sabino;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;354470 Sagres;0;0;0;0;1;0;0;0;0;0;0;3;1;7;11;10;6;5;9;8;18;13;22;5;9;14;4;3;2;10;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;164
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;354480 Sales;1;1;0;0;1;2;4;4;12;10;7;15;20;15;10;10;28;31;33;51;21;7;4;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;354490 Sales Oliveira;0;0;0;0;10;8;2;5;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;29
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;354500 Salesópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;354510 Salmourão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;20;18;19;29;13;9;5;3;3;2;2;0;0;0;0;0;0;1;3;0;2;0;0;0;0;0;1;0;2;1;3;3;2;146
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;354515 Saltinho;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;354520 Salto;0;0;0;0;0;0;0;0;0;1;0;3;4;10;18;13;10;17;20;17;12;12;6;13;10;5;2;1;1;1;2;0;5;1;0;1;1;0;0;0;1;0;0;0;2;0;0;1;0;1;0;0;191
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;354530 Salto de Pirapora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
9;Marília;XIII;ASSIS;35094;OURINHOS;354540 Salto Grande;0;1;0;0;0;0;1;1;2;3;14;7;1;0;2;1;5;2;1;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;51
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354550 Sandovalina;0;0;0;0;0;1;2;1;2;3;3;3;4;3;4;1;1;3;3;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;354560 Santa Adélia;0;0;0;0;0;0;2;0;1;1;4;4;1;10;18;36;25;30;18;25;16;12;5;6;5;8;3;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;235
